male,title_Mr,title_Mrs,title_crew,title_highso,pclass_2,pclass_3,cabin_B,cabin_C,cabin_D,cabin_E,cabin_F,cabin_G,cabin_T,cabin_U,embarked_Q,embarked_S,Family_Single,Family_Small,Family_Large,Age,Fare,Cabin,FamilySize,Ticket,Survived
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3611424276587749,0.1,0.0,1.0,0.05410739813385612,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5615683327070025,0.1,0.0,0.0,0.028212719478023115,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.43630214205186024,0.0,0.0,1.0,0.013760683560491965,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.030253985132996517,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.37366904672428913,0.0,0.0,0.14285714285714285,0.014151057562208049,0.0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7494676186897157,0.1,0.25,0.0,0.14687821814567664,1.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014110458666029575,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,1.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.2985093323312038,0.0,0.25,0.2857142857142857,0.13526459159462315,1.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.311035951396718,0.1,0.25,0.0,0.1082149914547131,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.22334961793811853,0.1,0.0,0.0,0.012678957201736696,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.0,0.015712553569072387,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2734560942001754,0.0,0.0,0.2857142857142857,0.2647385704347907,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.035450331955405236,0.4,0.0,0.0,0.04113566043083236,0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3721801035613681,0.1,0.0,0.2857142857142857,0.16038672010106003,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.14285714285714285,0.014151057562208049,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.33608918952774647,0.20000000000000004,0.25,0.0,0.41282050681475896,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.24840285606914697,0.0,0.0,0.0,0.007831878409428937,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.0,0.015175789316712771,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5239884755104598,0.0,0.0,0.2857142857142857,0.4440992237022602,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0103970938243768,0.20000000000000004,0.0,0.0,0.030725752114070404,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3987222848553176,0.0,0.0,0.7142857142857142,0.015468569817999833,0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.43630214205186024,0.1,0.0,0.0,0.10149724044618187,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.22334961793811853,0.0,0.0,0.42857142857142855,0.1434624456306609,0.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0103970938243768,0.7000000000000001,0.0,0.2857142857142857,0.09154270340242172,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.44882876111737446,0.0,0.0,0.0,0.025374310111545468,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015086393670319786,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2108229988726043,0.0,0.0,0.2857142857142857,0.023422440102965045,1.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.44882876111737446,0.30000000000000004,0.5,0.0,0.23422440102965048,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2609294751346612,0.0,0.0,0.0,0.015216388212891242,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3486158085932607,0.20000000000000004,0.0,0.0,0.015468569817999833,0.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.28598271326568964,0.1,0.25,0.0,0.22109807522194713,1.0
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.2985093323312038,0.20000000000000004,0.25,0.2857142857142857,0.03259622914329302,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.015216388212891242,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.38619566578980336,0.0,0.0,0.0,0.015330377421392339,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5740949517725167,0.0,0.0,0.0,0.050748620223090936,0.0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.28598271326568964,0.0,0.0,0.0,0.020494635090094415,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.0,0.02469115560854232,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.48640861831391713,0.0,0.0,0.7142857142857142,0.015468569817999833,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.32356257046223225,0.0,0.0,0.0,0.015712553569072387,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2609294751346612,0.1,0.0,0.0,0.019177122834302632,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3486158085932607,0.1,0.0,0.8571428571428571,0.030937139635999665,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.24840285606914697,0.0,0.0,0.0,0.016908073949327893,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.423775522986346,0.1,0.0,0.0,0.04098927018018883,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6367280471000877,0.0,0.0,0.0,0.015126992566498259,0.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.035450331955405236,0.20000000000000004,0.0,0.0,0.03659756266088288,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2609294751346612,0.0,0.0,0.0,0.015175789316712771,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.3721801035613681,0.4,0.0,0.0,0.049707687947515,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.013386510079847098,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.4112489039208318,0.1,0.25,0.0,0.17566830077223786,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5490417136414882,0.0,0.0,0.7142857142857142,0.015468569817999833,1.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015712553569072387,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.423775522986346,0.20000000000000004,0.0,0.0,0.06343577527886367,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.22334961793811853,0.20000000000000004,0.0,0.0,0.025374310111545468,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.37366904672428913,0.0,0.0,0.0,0.025374310111545468,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.12313666541400477,0.20000000000000004,0.0,0.0,0.04713766070721715,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.2609294751346612,0.0,0.0,0.2857142857142857,0.015094396337354966,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3611424276587749,0.0,0.0,0.0,0.015370976317570811,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3486158085932607,0.20000000000000004,0.0,0.0,0.028106928123558056,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.22334961793811853,0.20000000000000004,0.0,0.0,0.039452172548431745,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.014151057562208049,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3486158085932607,0.1,0.0,0.0,0.050748620223090936,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.0,0.050748620223090936,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,0.0
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.3987222848553176,0.0,0.25,1.0,0.015712553569072387,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.3486158085932607,0.0,0.25,0.0,0.051822148727810165,1.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.031425107138144774,1.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5239884755104598,0.1,0.0,0.5714285714285714,0.050748620223090936,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2108229988726043,0.0,0.0,0.7142857142857142,0.013907073811135496,0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.6242014280345735,0.1,0.25,0.0,0.1091095334796455,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.17324314167606164,0.30000000000000004,0.5,0.0,0.23422440102965048,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.2609294751346612,0.4,0.0,0.2857142857142857,0.06709553154495196,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.2985093323312038,0.5000000000000001,0.0,0.0,0.03659756266088288,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.7995740949517726,0.5000000000000001,0.75,0.0,0.5133418122566507,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.38619566578980336,0.0,0.0,0.2857142857142857,0.020494635090094415,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5615683327070025,0.20000000000000004,0.0,0.42857142857142855,0.05123658772523604,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.24840285606914697,0.0,0.0,0.0,0.018542765081513996,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.311035951396718,0.1,0.0,0.0,0.015175789316712771,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.0,0.025374310111545468,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015834545444608664,1.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.04797695102091946,0.20000000000000004,0.25,0.0,0.15977676072337862,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.16071652261054742,0.1,0.0,0.0,0.038061465167318204,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.423775522986346,0.0,0.0,0.0,0.051822148727810165,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.06050357008643368,0.30000000000000004,0.0,0.0,0.03758969818624431,1.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.6492546661656019,0.0,0.25,0.0,0.05953203526170282,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.44882876111737446,0.30000000000000004,0.0,0.2857142857142857,0.05416439273810667,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.03897240290032268,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.37366904672428913,0.0,0.25,0.0,0.05416439273810667,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6116748089690592,0.1,0.25,0.0,0.17391981561855152,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.015712553569072387,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3611424276587749,0.0,0.0,0.0,0.015411575213749286,1.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.8121007140172868,0.0,0.25,0.0,0.051822148727810165,0.0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.3721801035613681,0.1,0.25,0.0,0.10122885832000206,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6242014280345735,0.0,0.0,0.42857142857142855,0.020494635090094415,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.599148189903545,0.0,0.25,0.0,0.051822148727810165,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.423775522986346,0.0,0.0,0.0,0.015712553569072387,0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.5866215708380309,0.0,0.25,0.0,0.07514699533034619,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.599148189903545,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.015712553569072387,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.4738819992484029,0.0,0.0,1.0,0.013760683560491965,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6993611424276588,0.0,0.0,0.0,0.051822148727810165,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015078195816283748,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.007265439057998245,0.30000000000000004,0.0,0.0,0.03758969818624431,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014151057562208049,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.4738819992484029,0.0,0.0,0.0,0.016908073949327893,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.4112489039208318,0.30000000000000004,0.0,0.2857142857142857,0.05416439273810667,1.0
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.28598271326568964,0.0,0.25,0.5714285714285714,0.026919605597338588,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.019201521209409888,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.3721801035613681,0.0,0.25,0.0,0.10149724044618187,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.423775522986346,0.1,0.0,0.0,0.04098927018018883,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3611424276587749,0.1,0.0,0.0,0.013752485706455927,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.014679623960531627,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.02292371288989102,0.1,0.0,0.0,0.023983602730431916,1.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.11061004634849055,0.7000000000000001,0.0,0.2857142857142857,0.09154270340242172,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6242014280345735,0.0,0.0,0.2857142857142857,0.015712553569072387,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.7870474758862583,0.0,0.0,0.0,0.018713553707264782,1.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.311035951396718,0.1,0.25,0.0,0.17777475888549785,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.3721801035613681,0.4,0.0,0.0,0.049707687947515,0.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.43630214205186024,0.1,0.25,0.0,0.17566830077223786,1.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7244143805586872,0.0,0.25,0.0,0.057970539254838485,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.37366904672428913,0.0,0.0,0.2857142857142857,0.015712553569072387,0.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.11061004634849055,0.20000000000000004,0.0,0.2857142857142857,0.031034733136428686,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.03897240290032268,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2609294751346612,0.0,0.0,1.0,0.014151057562208049,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.6868345233621446,0.0,0.25,0.0,0.05953203526170282,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8872604284103721,0.0,0.0,0.2857142857142857,0.09662576327876685,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2609294751346612,0.0,0.0,0.2857142857142857,0.015712553569072387,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.028220722145058292,0.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6743079042966303,0.1,0.25,0.0,0.1527664244005612,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.029473237129564348,0.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.311035951396718,0.30000000000000004,0.5,0.0,0.29580589980036276,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2985093323312038,0.0,0.0,0.0,0.015216388212891242,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2108229988726043,0.0,0.0,0.0,0.016908073949327893,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.2609294751346612,0.0,0.0,0.0,0.015126992566498259,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014891206669461744,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.4613553801828887,0.0,0.0,0.0,0.018713553707264782,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.19829637980709008,0.0,0.25,0.0,0.16883675574220638,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.22334961793811853,0.1,0.25,0.2857142857142857,0.2125586439344078,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.4112489039208318,0.20000000000000004,0.0,0.0,0.050748620223090936,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.051822148727810165,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.14285714285714285,0.04396587194327397,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.32356257046223225,0.0,0.0,0.0,0.11027245763075773,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3611424276587749,0.0,0.0,0.0,0.015126992566498259,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,1.0,0.015712553569072387,0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.44882876111737446,0.0,0.25,0.2857142857142857,0.05130978285055781,1.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6743079042966303,0.1,0.0,0.2857142857142857,0.11594107850967697,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2985093323312038,0.0,0.0,0.0,0.014630827210317117,0.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.5866215708380309,0.0,0.25,0.0,0.06640417918791278,0.0
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.423775522986346,0.0,0.25,0.2857142857142857,0.020494635090094415,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.04713766070721715,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.44882876111737446,0.1,0.0,0.0,0.050748620223090936,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3987222848553176,0.0,0.0,0.0,0.015411575213749286,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.37366904672428913,0.0,0.25,0.0,0.18249984580226933,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014102260811993537,0.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5490417136414882,0.1,0.25,0.0,0.11316786160148591,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014110458666029575,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.5051985469121885,0.0,0.0,0.0,0.015126992566498259,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6242014280345735,0.0,0.0,0.2857142857142857,0.020494635090094415,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.3721801035613681,0.0,0.25,0.2857142857142857,0.4328841690069588,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.48640861831391713,0.0,0.0,0.0,0.015468569817999833,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.28598271326568964,0.30000000000000004,0.0,0.0,0.022446505098674838,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.02292371288989102,0.20000000000000004,0.0,0.0,0.050748620223090936,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014110458666029575,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2108229988726043,0.20000000000000004,0.0,0.0,0.014110458666029575,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3721801035613681,0.20000000000000004,0.0,0.0,0.04364049521284362,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.37366904672428913,0.0,0.0,0.0,0.016908073949327893,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0855568082174621,0.20000000000000004,0.0,0.42857142857142855,0.05123658772523604,1.0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.5615683327070025,0.0,0.25,0.0,0.051822148727810165,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.37366904672428913,0.0,0.0,0.2857142857142857,0.20772776566317125,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.028302115124416098,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2734560942001754,0.20000000000000004,0.25,0.0,0.09661756542473082,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.44882876111737446,0.20000000000000004,0.25,0.42857142857142855,0.13858277060920987,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.11061004634849055,0.6000000000000001,0.0,0.0,0.06104473451835265,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.135663284479519,0.6000000000000001,0.0,0.0,0.06104473451835265,0.0
